,Date,Price,Open,High,Low,Volume,%Chg
0,11-Dec-1995,877.41,882.58,882.58,874.37,0.0,-1.09
1,18-Dec-1995,882.63,883.29,883.58,881.17,0.0,-0.09
2,14-Dec-1995,884.34,890.81,891.98,884.31,0.0,-0.55
3,29-Nov-1995,845.12,845.36,845.36,822.54,0.0,0.17
4,19-Dec-1995,883.72,882.35,884.19,879.54,0.0,0.12
5,17-Nov-1995,898.86,898.72,900.41,885.31,0.0,-0.58
6,29-Dec-1995,908.53,912.72,912.72,906.32,0.0,-0.66
7,23-Nov-1995,849.5,856.2,856.2,842.33,0.0,-1.73
8,28-Dec-1995,914.55,923.67,927.6,913.76,0.0,-0.86
9,07-Dec-1995,898.62,881.97,901.25,881.97,0.0,2.24
10,20-Nov-1995,892.79,896.27,898.86,892.05,0.0,-0.68
11,12-Dec-1995,879.49,878.99,880.08,875.43,0.0,0.24
12,24-Nov-1995,871.11,849.6,874.97,849.6,0.0,2.54
13,22-Dec-1995,900.65,900.86,906.63,899.38,0.0,0.02
14,04-Dec-1995,863.7,870.29,873.05,861.97,0.0,-1.07
15,26-Dec-1995,905.33,899.87,906.47,898.41,0.0,0.52
16,08-Dec-1995,887.12,900.28,908.12,886.54,0.0,-1.28
17,13-Dec-1995,889.26,881.3,889.26,881.3,0.0,1.11
18,13-Nov-1995,917.26,949.29,949.29,916.48,0.0,-3.33
19,30-Nov-1995,862.1,840.87,863.98,838.36,0.0,2.01
20,21-Dec-1995,900.5,888.25,900.5,887.73,0.0,1.69
21,06-Nov-1995,988.92,1001.53,1001.53,988.92,0.0,-1.11
22,27-Nov-1995,861.25,871.94,878.58,858.93,0.0,-1.13
23,05-Dec-1995,866.52,860.02,867.59,854.47,0.0,0.33
24,20-Dec-1995,885.53,883.68,887.19,883.68,0.0,0.2
25,10-Nov-1995,948.82,951.93,951.93,946.0,0.0,-0.45
26,14-Nov-1995,902.56,916.66,916.66,897.52,0.0,-1.6
27,22-Nov-1995,864.42,878.0,878.0,856.92,0.0,-1.39
28,09-Nov-1995,953.07,960.32,960.32,952.13,0.0,-1.13
29,06-Dec-1995,878.93,870.39,878.93,868.12,0.0,1.43
30,15-Dec-1995,883.41,876.95,883.85,875.5,0.0,-0.11
31,08-Nov-1995,964.01,976.28,976.28,962.98,0.0,-1.45
32,27-Dec-1995,922.5,908.81,923.09,908.81,0.0,1.9
33,01-Dec-1995,873.05,867.99,877.41,866.37,0.0,1.27
34,21-Nov-1995,876.59,891.96,891.96,876.0,0.0,-1.81
35,15-Nov-1995,913.21,901.33,913.54,901.33,0.0,1.18
36,07-Nov-1995,978.22,987.17,987.17,977.05,0.0,-1.08
37,16-Nov-1995,904.08,915.96,915.96,900.83,0.0,-1.0
38,28-Nov-1995,843.68,854.5,854.5,841.44,0.0,-2.04
39,12-Sep-1996,989.28,990.88,992.68,981.01,0.0,-0.21
40,13-May-1996,1088.1,1081.68,1090.16,1080.68,0.0,0.88
41,19-Aug-1996,975.66,1001.19,1001.19,972.96,0.0,-2.65
42,12-Jan-1996,875.15,875.11,877.6,872.1,0.0,0.22
43,13-Dec-1996,824.62,826.54,826.54,814.89,0.0,-0.32
44,29-Oct-1996,926.39,936.78,936.78,922.89,0.0,-1.02
45,03-Jan-1996,895.96,901.66,904.48,895.48,0.0,-0.49
46,29-Jul-1996,1033.97,1054.51,1057.84,1030.87,0.0,-1.64
47,11-Jan-1996,873.27,862.62,873.72,861.97,0.0,1.1
48,29-Apr-1996,1118.37,1112.7,1118.69,1107.51,0.0,-0.47
49,30-Jul-1996,1014.91,1031.01,1031.01,999.03,0.0,-1.84
50,11-Oct-1996,908.79,900.11,915.59,897.6,0.0,1.15
51,13-Sep-1996,980.72,991.65,991.86,979.8,0.0,-0.87
52,28-Oct-1996,935.89,936.84,948.37,934.64,0.0,-0.11
53,01-Oct-1996,936.27,944.51,945.66,933.56,0.0,-0.81
54,31-Jul-1996,1042.81,1017.06,1047.04,1004.76,0.0,2.75
55,04-Mar-1996,998.84,1000.58,1002.41,996.51,0.0,-0.06
56,29-Aug-1996,1025.86,1028.7,1035.59,1024.67,0.0,-0.12
57,04-Nov-1996,890.13,906.56,906.56,886.68,0.0,-1.83
58,06-Aug-1996,1035.51,1031.8,1038.04,1023.73,0.0,0.31
59,01-Apr-1996,994.8,988.33,995.01,988.33,0.0,0.96
60,10-May-1996,1078.63,1076.97,1080.91,1063.75,0.0,-1.09
61,16-Feb-1996,1023.08,1040.84,1040.84,1020.46,0.0,-2.21
62,23-Jul-1996,1092.14,1125.15,1127.08,1086.28,0.0,-2.61
63,07-Nov-1996,874.89,867.24,876.25,866.76,0.0,0.96
64,09-May-1996,1090.53,1101.41,1107.41,1089.87,0.0,-1.62
65,07-Aug-1996,1048.59,1036.59,1050.54,1033.52,0.0,1.26
66,22-Jul-1996,1121.37,1125.81,1127.13,1115.06,0.0,0.19
67,17-Sep-1996,971.21,965.02,975.19,962.93,0.0,0.93
68,08-Feb-1996,980.27,936.72,983.25,936.72,0.0,5.18
69,08-May-1996,1108.53,1082.78,1113.62,1075.94,0.0,1.41
70,28-Nov-1996,825.47,829.28,835.15,823.26,0.0,-0.44
71,11-Mar-1996,975.26,981.16,981.16,966.28,0.0,-1.35
72,22-Apr-1996,1106.93,1136.28,1136.28,1102.83,0.0,-2.19
73,25-Oct-1996,936.95,929.42,939.73,929.42,0.0,0.45
74,19-Jul-1996,1119.27,1118.92,1126.71,1112.35,0.0,0.05
75,18-Sep-1996,994.43,972.73,996.97,969.67,0.0,2.39
76,08-Mar-1996,988.62,993.93,993.93,981.6,0.0,-0.98
77,20-Dec-1996,884.38,864.25,887.92,864.25,0.0,2.77
78,07-Mar-1996,998.45,1005.06,1010.5,998.45,0.0,-0.44
79,29-Nov-1996,830.32,825.59,833.81,825.59,0.0,0.59
80,30-Aug-1996,1029.0,1025.91,1029.89,1023.44,0.0,0.31
81,05-Nov-1996,881.57,890.19,894.4,878.29,0.0,-0.96
82,31-Dec-1996,899.1,918.15,922.1,895.6,0.0,-1.39
83,01-Nov-1996,906.68,910.32,915.39,904.95,0.0,-0.29
84,06-Mar-1996,1002.91,999.67,1003.72,997.86,0.0,0.41
85,23-Feb-1996,1028.84,1025.36,1029.64,1019.45,0.0,0.38
86,26-Jul-1996,1051.24,1062.04,1066.12,1046.46,0.0,-1.08
87,25-Jul-1996,1062.68,1069.27,1075.79,1060.6,0.0,-0.63
88,06-Nov-1996,866.57,879.81,880.15,851.77,0.0,-1.7
89,18-Apr-1996,1121.68,1107.76,1124.93,1107.76,0.0,2.32
90,02-Jan-1996,900.38,906.78,906.78,899.52,0.0,-0.84
91,26-Dec-1996,911.8,887.95,913.35,887.95,0.0,3.14
92,16-Dec-1996,847.27,823.71,848.88,823.71,0.0,2.75
93,24-Jul-1996,1069.43,1090.74,1090.74,1049.88,0.0,-2.08
94,05-Feb-1996,943.08,933.14,949.16,927.65,0.0,2.7
95,16-Sep-1996,962.27,980.69,980.69,959.65,0.0,-1.88
96,03-Jun-1996,1108.87,1098.18,1109.99,1098.18,0.0,1.74
97,08-Apr-1996,1032.13,1024.4,1034.72,1024.4,0.0,2.1
98,14-May-1996,1105.47,1087.94,1107.44,1085.85,0.0,1.6
99,24-Jun-1996,1146.78,1157.92,1159.92,1138.88,0.0,-0.92
100,24-May-1996,1085.03,1079.77,1087.77,1077.87,0.0,0.77
101,19-Dec-1996,860.58,858.03,864.54,853.47,0.0,0.02
102,02-Aug-1996,1032.94,1036.34,1036.48,1024.8,0.0,-0.36
103,14-Jun-1996,1196.06,1169.26,1198.35,1169.26,0.0,2.37
104,06-Sep-1996,1032.09,1038.04,1038.79,1029.96,0.0,-0.52
105,13-Jun-1996,1168.4,1166.37,1172.34,1164.66,0.0,0.39
106,23-May-1996,1076.71,1079.89,1079.89,1073.76,0.0,-0.41
107,05-Jan-1996,884.73,887.79,887.79,881.74,0.0,-0.56
108,12-Jun-1996,1163.87,1164.83,1171.01,1163.58,0.0,1.82
109,08-Jan-1996,869.7,883.64,883.64,868.44,0.0,-1.7
110,25-Jun-1996,1127.78,1147.28,1154.22,1123.79,0.0,-1.66
111,19-Feb-1996,1021.38,1027.2,1028.26,1019.93,0.0,-0.17
112,27-May-1996,1065.29,1080.55,1080.55,1065.29,0.0,-1.82
113,17-May-1996,1115.54,1122.42,1122.42,1113.59,0.0,-1.16
114,21-Aug-1996,999.19,980.23,1001.84,980.23,0.0,2.24
115,09-Oct-1996,874.72,873.18,875.85,859.35,0.0,0.09
116,26-Jun-1996,1119.85,1127.43,1134.43,1116.96,0.0,-0.7
117,11-Apr-1996,1025.18,1024.37,1026.52,1022.31,0.0,-0.4
118,02-Sep-1996,1036.95,1028.91,1039.98,1028.91,0.0,0.77
119,21-May-1996,1074.86,1077.18,1082.52,1074.19,0.0,-0.81
120,23-Aug-1996,1012.71,1001.38,1014.78,1000.49,0.0,1.05
121,09-Feb-1996,1033.02,1001.85,1033.02,980.27,0.0,5.38
122,03-Sep-1996,1023.27,1039.84,1046.51,1017.46,0.0,-1.32
123,21-Jun-1996,1157.42,1168.72,1170.01,1155.56,0.0,-1.03
124,08-Oct-1996,873.9,872.57,876.78,850.52,0.0,-0.01
125,04-Sep-1996,1026.41,1022.37,1028.26,1012.15,0.0,0.31
126,22-May-1996,1081.13,1082.25,1086.07,1079.61,0.0,0.58
127,19-Jun-1996,1168.03,1180.78,1190.03,1163.46,0.0,-1.18
128,22-Aug-1996,1002.17,1001.45,1010.4,999.85,0.0,0.3
129,18-Jun-1996,1181.95,1176.48,1184.18,1173.66,0.0,-0.29
130,07-Oct-1996,874.0,905.76,905.76,859.65,0.0,-3.33
131,10-Apr-1996,1029.28,1030.57,1035.79,1027.07,0.0,0.02
132,20-May-1996,1083.67,1094.6,1094.6,1083.56,0.0,-2.86
133,17-Jun-1996,1185.37,1202.58,1203.11,1184.36,0.0,-0.89
134,05-Sep-1996,1037.47,1028.06,1038.31,1028.06,0.0,1.08
135,20-Feb-1996,1000.13,1021.08,1021.08,999.93,0.0,-2.08
136,22-Feb-1996,1024.91,1006.84,1025.44,1006.84,0.0,2.48
137,11-Jun-1996,1143.06,1137.74,1145.68,1136.77,0.0,0.15
138,09-Apr-1996,1029.07,1035.61,1041.05,1028.78,0.0,-0.3
139,04-Jan-1996,889.67,891.37,891.37,884.1,0.0,-0.7
140,06-Jun-1996,1129.82,1129.17,1132.62,1127.52,0.0,1.5
141,12-Apr-1996,1032.19,1023.84,1033.17,1023.84,0.0,0.68
142,10-Sep-1996,1001.15,1014.87,1014.87,996.75,0.0,-1.26
143,19-Apr-1996,1131.74,1124.3,1142.26,1124.3,0.0,0.9
144,10-Oct-1996,898.42,874.2,900.53,872.83,0.0,2.71
145,05-Jun-1996,1113.14,1108.78,1115.06,1104.45,0.0,0.68
146,27-Aug-1996,1014.68,1009.9,1016.59,1006.02,0.0,0.56
147,10-Jan-1996,863.8,863.86,869.01,863.8,0.0,-0.61
148,01-Feb-1996,869.54,848.28,869.54,848.28,0.0,2.49
149,01-Mar-1996,999.47,994.66,1002.19,989.78,0.0,0.7
150,04-Jun-1996,1105.64,1114.55,1118.13,1104.32,0.0,-0.29
151,28-Aug-1996,1027.09,1015.01,1029.49,1015.01,0.0,1.22
152,11-Sep-1996,991.34,1001.86,1008.79,989.71,0.0,-0.98
153,03-Oct-1996,924.92,937.16,943.38,921.18,0.0,-1.21
154,31-May-1996,1089.92,1086.46,1089.92,1083.73,0.0,0.65
155,30-Apr-1996,1114.36,1118.1,1118.23,1112.44,0.0,-0.36
156,02-Feb-1996,918.31,878.5,919.82,878.5,0.0,5.61
157,07-Jun-1996,1133.44,1126.39,1134.86,1126.39,0.0,0.32
158,20-Aug-1996,977.34,973.13,980.78,968.76,0.0,0.17
159,01-Aug-1996,1036.63,1047.47,1054.08,1035.3,0.0,-0.59
160,28-May-1996,1063.36,1054.62,1065.61,1046.95,0.0,-0.18
161,27-Jun-1996,1127.0,1119.0,1130.0,1107.0,0.0,0.64
162,16-May-1996,1128.59,1128.45,1141.64,1126.29,0.0,1.13
163,31-Oct-1996,909.29,927.31,927.31,897.23,0.0,-1.85
164,10-Jun-1996,1141.35,1136.86,1144.15,1136.86,0.0,0.7
165,26-Aug-1996,1009.04,1011.12,1016.63,1007.25,0.0,-0.36
166,30-May-1996,1082.84,1095.86,1095.86,1082.58,0.0,-1.27
167,05-Aug-1996,1032.29,1035.73,1038.2,1030.34,0.0,-0.06
168,09-Jan-1996,869.12,864.84,870.71,856.77,0.0,-0.07
169,24-Dec-1996,884.05,881.85,887.5,874.05,0.0,0.23
170,27-Mar-1996,974.17,965.84,975.6,965.84,0.0,1.78
171,04-Oct-1996,904.12,924.93,925.93,898.47,0.0,-2.25
172,09-Sep-1996,1013.88,1030.42,1031.22,1012.34,0.0,-1.76
173,28-Jun-1996,1122.0,1128.0,1136.0,1119.0,0.0,-0.44
174,15-May-1996,1115.97,1107.0,1117.41,1095.67,0.0,0.95
175,29-May-1996,1096.76,1074.23,1100.59,1074.23,0.0,3.14
176,07-May-1996,1093.09,1086.66,1094.97,1086.66,0.0,0.45
177,20-Jun-1996,1169.48,1163.68,1170.54,1150.4,0.0,0.12
178,04-Jul-1996,1088.0,1080.0,1099.0,1056.0,0.0,0.74
179,23-Apr-1996,1095.82,1090.04,1100.51,1090.04,0.0,-1.0
180,06-Feb-1996,925.71,943.75,947.89,919.99,0.0,-1.84
181,12-Feb-1996,1018.51,1032.47,1045.81,1018.51,0.0,-1.4
182,19-Mar-1996,947.09,961.12,964.08,945.07,0.0,-1.56
183,24-Sep-1996,968.91,968.78,972.74,965.69,0.0,0.01
184,25-Nov-1996,852.26,850.24,859.24,826.99,0.0,0.23
185,19-Nov-1996,897.58,904.5,905.61,895.86,0.0,-0.72
186,03-May-1996,1119.48,1126.08,1127.99,1119.34,0.0,-1.11
187,15-Nov-1996,894.31,888.58,894.62,885.62,0.0,0.55
188,25-Mar-1996,953.98,956.89,957.19,952.25,0.0,-0.22
189,28-Feb-1996,1027.39,1034.49,1037.53,1027.39,0.0,-0.01
190,17-Jan-1996,857.11,866.0,866.0,857.11,0.0,-1.31
191,05-Dec-1996,802.23,786.37,808.21,781.54,0.0,1.79
192,08-Jul-1996,1103.47,1095.08,1106.36,1095.08,0.0,0.96
193,29-Mar-1996,985.3,998.16,998.16,985.3,0.0,-1.21
194,22-Oct-1996,919.09,896.87,924.83,896.87,0.0,2.69
195,14-Nov-1996,889.39,895.67,897.92,885.21,0.0,-0.83
196,23-Sep-1996,968.84,976.08,976.08,963.19,0.0,-0.84
197,07-Feb-1996,932.02,918.97,932.02,913.22,0.0,0.68
198,09-Jul-1996,1088.76,1104.01,1104.13,1082.41,0.0,-1.33
199,25-Jan-1996,814.92,819.56,819.56,814.34,0.0,-0.46
200,31-Jan-1996,848.42,843.19,852.75,843.19,0.0,0.22
201,26-Apr-1996,1123.63,1133.17,1133.17,1106.29,0.0,0.25
202,18-Mar-1996,962.09,977.71,977.71,961.37,0.0,-2.01
203,23-Dec-1996,882.0,884.4,890.65,878.1,0.0,-0.27
204,10-Jul-1996,1086.62,1083.49,1093.27,1072.48,0.0,-0.2
205,08-Aug-1996,1039.24,1050.43,1054.29,1037.94,0.0,-0.89
206,05-Jul-1996,1093.0,1089.0,1104.0,1088.0,0.0,0.46
207,13-Nov-1996,896.84,895.98,898.54,889.47,0.0,0.62
208,06-Dec-1996,808.19,805.51,815.03,805.47,0.0,0.74
209,15-Oct-1996,897.77,892.07,902.74,885.23,0.0,0.64
210,27-Sep-1996,947.23,958.79,958.83,942.05,0.0,-1.26
211,30-Jan-1996,846.57,836.14,848.13,836.14,0.0,1.89
212,01-Jul-1996,1109.0,1121.0,1121.0,1105.0,0.0,-1.16
213,22-Mar-1996,956.11,962.34,962.34,950.07,0.0,-0.98
214,16-Apr-1996,1058.71,1046.8,1060.85,1046.8,0.0,1.17
215,11-Dec-1996,837.07,806.46,839.13,803.68,0.0,4.22
216,19-Jan-1996,843.99,846.66,847.17,840.18,0.0,-0.57
217,27-Feb-1996,1027.45,1034.28,1034.28,1024.65,0.0,-0.7
218,01-May-1996,1137.86,1141.65,1141.65,1133.92,0.0,2.11
219,18-Jan-1996,848.83,853.28,853.28,841.79,0.0,-0.97
220,26-Sep-1996,959.31,970.76,970.89,955.6,0.0,-1.23
221,21-Mar-1996,965.57,957.88,967.75,957.88,0.0,1.95
222,02-May-1996,1132.05,1131.96,1132.05,1123.15,0.0,-0.51
223,25-Apr-1996,1120.82,1157.94,1160.16,1110.61,0.0,-2.12
224,02-Jul-1996,1100.0,1109.0,1111.0,1098.0,0.0,-0.81
225,09-Aug-1996,1037.91,1038.76,1042.25,1033.46,0.0,-0.13
226,17-Dec-1996,850.74,846.06,853.36,841.0,0.0,0.41
227,14-Feb-1996,1051.99,1040.91,1067.49,1040.91,0.0,2.4
228,02-Apr-1996,1003.28,996.07,1005.68,996.07,0.0,0.85
229,29-Jan-1996,830.88,813.12,832.23,813.12,0.0,1.96
230,03-Jul-1996,1080.0,1100.0,1100.0,1076.0,0.0,-1.82
231,18-Nov-1996,904.05,893.95,904.89,893.95,0.0,1.09
232,25-Sep-1996,971.29,967.98,981.75,967.98,0.0,0.25
233,03-Apr-1996,1013.47,1013.41,1019.09,1012.79,0.0,1.02
234,13-Aug-1996,1024.43,1031.05,1031.05,1021.67,0.0,-0.75
235,17-Apr-1996,1096.28,1067.93,1096.28,1067.93,0.0,3.55
236,16-Oct-1996,892.77,896.63,905.11,891.16,0.0,-0.56
237,08-Nov-1996,884.64,876.11,885.68,876.11,0.0,1.11
238,26-Nov-1996,855.48,856.31,870.84,847.6,0.0,0.38
239,09-Dec-1996,808.69,809.03,816.2,804.97,0.0,0.06
240,26-Mar-1996,957.14,952.87,958.58,949.28,0.0,0.33
241,14-Mar-1996,991.14,993.72,1002.68,990.41,0.0,-0.1
242,03-Dec-1996,809.43,819.77,819.77,804.46,0.0,-1.32
243,15-Jul-1996,1093.38,1089.0,1098.35,1081.22,0.0,0.37
244,20-Nov-1996,876.61,897.99,897.99,875.36,0.0,-2.34
245,17-Oct-1996,892.07,891.42,893.33,880.76,0.0,-0.08
246,13-Mar-1996,992.14,973.75,992.54,972.77,0.0,1.63
247,27-Nov-1996,829.08,848.17,848.21,822.17,0.0,-3.09
248,29-Feb-1996,992.51,1024.14,1024.14,992.48,0.0,-3.4
249,16-Aug-1996,1002.25,1018.28,1019.64,1001.35,0.0,-1.59
250,15-Jan-1996,871.32,878.74,878.74,870.98,0.0,-0.44
251,12-Dec-1996,827.25,838.86,847.36,825.52,0.0,-1.17
252,16-Jul-1996,1083.47,1100.14,1105.94,1076.92,0.0,-0.91
253,24-Oct-1996,932.77,953.48,956.45,928.45,0.0,-1.95
254,22-Jan-1996,844.31,844.83,847.12,844.04,0.0,0.04
255,10-Dec-1996,803.2,807.73,808.53,797.66,0.0,-0.68
256,28-Mar-1996,997.32,976.91,997.32,976.91,0.0,2.38
257,19-Sep-1996,977.76,996.41,1001.25,975.85,0.0,-1.68
258,18-Dec-1996,860.4,850.69,871.84,850.69,0.0,1.14
259,17-Jul-1996,1108.58,1087.07,1117.95,1087.07,0.0,2.32
260,24-Apr-1996,1145.11,1136.97,1145.11,1126.77,0.0,4.5
261,10-Nov-1996,880.36,885.21,886.84,878.57,0.0,-0.48
262,26-Feb-1996,1034.73,1035.02,1045.15,1034.52,0.0,0.57
263,12-Mar-1996,976.22,974.71,976.46,969.15,0.0,0.1
264,01-Jan-1996,908.01,913.11,913.11,906.15,0.0,-0.06
265,21-Nov-1996,869.82,876.36,878.26,866.97,0.0,-0.77
266,02-Dec-1996,820.25,830.48,834.92,818.61,0.0,-1.21
267,18-Jul-1996,1118.68,1109.17,1126.14,1109.17,0.0,0.91
268,11-Nov-1996,891.27,879.28,895.64,876.83,0.0,1.24
269,30-Sep-1996,943.96,945.68,948.41,932.27,0.0,-0.35
270,20-Sep-1996,977.03,979.14,984.45,973.09,0.0,-0.07
271,12-Aug-1996,1032.17,1038.11,1039.93,1030.4,0.0,-0.55
272,24-Jan-1996,818.69,831.17,831.17,816.0,0.0,-1.71
273,16-Jan-1996,868.52,871.29,871.29,866.64,0.0,-0.32
274,13-Feb-1996,1027.36,1019.69,1030.3,1006.28,0.0,0.87
275,12-Jul-1996,1089.35,1096.85,1099.2,1086.07,0.0,-0.74
276,11-Jul-1996,1097.44,1089.45,1103.19,1089.45,0.0,1.0
277,15-Apr-1996,1046.45,1038.03,1050.48,1038.03,0.0,1.38
278,14-Oct-1996,892.05,907.26,907.26,890.71,0.0,-1.84
279,23-Jan-1996,832.9,846.05,846.05,830.83,0.0,-1.35
280,14-Aug-1996,1018.48,1021.18,1027.95,1017.43,0.0,-0.58
281,04-Dec-1996,788.15,805.4,805.82,775.43,0.0,-2.63
282,18-Oct-1996,895.0,892.61,899.51,888.61,0.0,0.33
283,15-Mar-1996,981.87,989.55,989.98,981.67,0.0,-0.94
284,15-Feb-1996,1046.24,1048.14,1053.19,1042.36,0.0,-0.55
285,04-Apr-1996,1010.94,1012.29,1012.29,1000.9,0.0,-0.25
286,23-Oct-1996,951.29,924.2,953.44,924.2,0.0,3.5
287,06-May-1996,1088.22,1108.0,1108.0,1087.86,0.0,-2.79
288,22-Nov-1996,850.33,867.82,868.18,848.13,0.0,-2.24
289,23-Dec-1997,1054.8,1051.45,1066.25,1049.55,37.09,0.32
290,16-May-1997,1048.4,1043.4,1049.75,1041.1,37.27,0.33
291,04-Aug-1997,1250.4,1238.75,1254.5,1237.95,57.18,1.46
292,19-May-1997,1050.8,1052.2,1059.25,1048.05,43.8,0.23
293,02-Sep-1997,1117.15,1104.9,1125.85,1102.45,53.38,1.13
294,26-Jun-1997,1168.2,1164.0,1177.6,1160.25,80.96,0.54
295,24-Jun-1997,1155.3,1154.95,1161.95,1146.85,42.54,0.14
296,11-Aug-1997,1258.35,1256.85,1260.0,1247.65,40.34,0.11
297,26-Mar-1997,1059.2,1062.5,1067.2,1057.5,36.19,0.08
298,03-Sep-1997,1134.7,1118.45,1145.4,1118.45,54.9,1.57
299,09-Oct-1997,1134.55,1119.1,1135.95,1118.65,40.21,1.78
300,26-Feb-1997,968.85,963.95,970.5,956.75,37.93,0.28
301,01-Sep-1997,1104.7,1105.45,1115.0,1097.95,48.04,-0.03
302,16-Oct-1997,1168.35,1150.45,1171.6,1150.45,53.55,1.56
303,11-Apr-1997,1013.4,993.3,1017.2,985.65,45.47,0.5
304,31-Mar-1997,968.3,1012.15,1012.15,966.8,6.63,-8.46
305,03-Feb-1997,948.2,967.9,967.9,944.2,53.19,-2.51
306,21-Aug-1997,1181.5,1198.8,1212.15,1179.3,39.21,-1.39
307,17-Oct-1997,1177.8,1168.75,1181.15,1168.7,53.92,0.81
308,17-Apr-1997,1035.2,1020.4,1036.15,1018.25,41.26,2.0
309,25-Mar-1997,1058.35,1064.5,1067.25,1054.5,39.65,-0.29
310,23-Jun-1997,1153.7,1159.6,1163.0,1149.3,48.52,-0.4
311,25-Jun-1997,1161.9,1166.1,1175.0,1158.9,53.34,0.57
312,21-Feb-1997,991.55,1000.75,1002.0,989.5,34.24,-1.15
313,22-Aug-1997,1160.45,1181.55,1181.6,1158.45,41.58,-1.78
314,20-May-1997,1050.85,1051.55,1053.25,1045.3,31.74,0.0
315,17-Dec-1997,1013.15,1002.25,1017.6,1002.15,31.34,1.08
316,07-Feb-1997,978.8,969.5,980.95,966.5,47.45,1.14
317,15-Dec-1997,979.85,965.0,980.65,957.2,37.94,1.52
318,01-Jan-1997,939.55,905.2,941.4,905.2,38.95,4.5
319,27-Jun-1997,1169.65,1168.3,1174.75,1165.95,44.35,0.12
320,05-Mar-1997,1132.9,1144.25,1167.95,1122.25,72.36,1.4
321,08-Aug-1997,1256.95,1269.55,1269.55,1253.2,34.35,-1.0
322,21-Nov-1997,1005.75,994.85,1014.5,990.4,56.87,1.07
323,06-Aug-1997,1292.95,1273.65,1297.1,1273.65,10.63,1.56
324,17-Mar-1997,1072.6,1071.95,1076.25,1065.45,48.97,0.23
325,18-Aug-1997,1201.45,1228.4,1228.45,1198.75,29.11,-2.15
326,15-Apr-1997,1014.9,1010.65,1018.6,1010.65,35.73,1.16
327,02-Jan-1997,927.05,941.95,944.0,925.05,49.12,-1.33
328,23-Oct-1997,1151.65,1169.4,1171.05,1140.8,46.66,-1.56
329,06-Mar-1997,1127.25,1127.0,1135.75,1119.3,49.3,-0.5
330,14-Oct-1997,1137.9,1156.45,1158.8,1131.0,59.61,-1.65
331,27-Oct-1997,1120.8,1136.0,1136.0,1116.0,40.48,-1.39
332,06-May-1997,1048.4,1045.8,1050.55,1038.75,37.31,0.28
333,14-Aug-1997,1227.9,1244.4,1245.8,1226.1,30.42,-1.34
334,14-Mar-1997,1070.1,1062.2,1076.65,1057.55,60.18,0.34
335,16-Dec-1997,1002.35,980.0,1007.75,979.8,41.4,2.3
336,13-Mar-1997,1066.5,1076.85,1078.6,1062.7,34.83,-0.72
337,09-May-1997,1053.35,1054.6,1063.0,1048.05,29.14,-0.07
338,24-Feb-1997,964.75,988.7,988.9,961.95,41.02,-2.7
339,07-Aug-1997,1269.65,1292.8,1292.8,1259.05,55.76,-1.8
340,05-Feb-1997,962.5,970.75,984.8,959.5,44.91,0.44
341,24-Oct-1997,1136.65,1151.45,1151.45,1122.55,56.98,-1.3
342,10-Mar-1997,1078.7,1118.8,1118.8,1075.05,50.44,-4.31
343,20-Jun-1997,1158.35,1162.7,1174.15,1154.3,72.3,-0.13
344,18-Dec-1997,1009.7,1013.5,1023.85,1008.15,38.61,-0.34
345,13-Oct-1997,1156.95,1165.5,1177.5,1153.85,67.81,-0.57
346,12-Mar-1997,1074.2,1066.55,1088.65,1065.25,48.95,2.11
347,11-Mar-1997,1052.0,1073.8,1083.35,1046.3,60.25,-2.48
348,07-May-1997,1044.4,1053.1,1055.05,1042.55,33.41,-0.38
349,18-Mar-1997,1064.35,1072.3,1074.5,1061.05,53.28,-0.77
350,05-May-1997,1045.5,1061.8,1061.8,1043.55,37.24,-2.2
351,28-Oct-1997,1032.6,1120.6,1120.6,1028.2,63.95,-7.87
352,12-May-1997,1040.5,1052.8,1056.5,1039.05,30.57,-1.22
353,20-Oct-1997,1188.2,1177.5,1189.4,1172.05,48.21,0.88
354,12-Aug-1997,1248.45,1258.5,1272.0,1243.95,50.21,-0.79
355,24-Dec-1997,1054.15,1054.8,1055.5,1032.95,31.66,-0.06
356,25-Feb-1997,966.1,962.6,975.25,954.5,53.38,0.14
357,20-Aug-1997,1198.2,1179.55,1200.25,1178.65,38.3,1.48
358,21-Mar-1997,1061.4,1058.7,1069.5,1058.55,42.52,0.63
359,15-May-1997,1045.0,1041.65,1049.0,1036.25,41.61,0.32
360,02-May-1997,1069.0,1074.7,1074.7,1063.75,28.8,-1.0
361,06-Feb-1997,967.75,960.75,972.4,953.95,49.66,0.55
362,05-Aug-1997,1273.15,1250.5,1275.45,1249.7,56.5,1.82
363,30-Oct-1997,1085.25,1106.9,1106.9,1080.15,21.16,-1.96
364,04-Feb-1997,958.3,947.0,963.2,944.45,55.62,1.07
365,21-Oct-1997,1174.95,1188.2,1192.0,1171.2,59.46,-1.12
366,12-Apr-1997,1003.25,1004.9,1009.9,999.3,24.8,-1.0
367,27-Feb-1997,992.75,972.35,994.5,972.05,43.87,2.47
368,20-Mar-1997,1054.8,1049.0,1059.5,1040.95,58.86,0.26
369,15-Oct-1997,1150.45,1138.45,1152.65,1138.45,42.09,1.1
370,10-Oct-1997,1163.55,1135.3,1166.05,1133.6,71.97,2.56
371,19-Mar-1997,1052.05,1074.25,1079.6,1050.0,42.51,-1.16
372,01-Mar-1997,1102.95,1070.8,1106.6,1070.8,60.59,10.44
